Date,Year,Month,Month_Name,Quarter,Region,Revenue_NGN,COGS_NGN,Gross_Profit_NGN,Operating_Expenses_NGN,Marketing_Spend_NGN,Net_Profit_NGN,Units_Sold,Gross_Margin_Pct
2022-05-01,2022,5,May,Q2,Port Harcourt,15752158.28,9164611.16,6587547.12,3091119.75,1036030.56,2447499.16,5298,41.82
2022-05-01,2022,5,May,Q2,Ibadan,11332448.61,6593222.54,4739226.07,2223819.44,572874.77,1760784.64,3790,41.82
2022-06-01,2022,6,Jun,Q2,Lagos,38846604.65,21793146.92,17053457.73,7531073.45,2614201.46,6665669.0,10901,43.9
2022-06-01,2022,6,Jun,Q2,Abuja,20065477.54,11256837.09,8808640.45,3890033.29,1395405.71,3443025.02,6692,43.9
2022-06-01,2022,6,Jun,Q2,Kano,19724768.6,11065697.6,8659070.99,3823981.08,992745.14,3384562.94,5691,43.9
2022-06-01,2022,6,Jun,Q2,Port Harcourt,14706435.33,8250386.58,6456048.75,2851092.02,1120876.0,2523469.71,5294,43.9
2022-06-01,2022,6,Jun,Q2,Ibadan,12685528.64,7116647.44,5568881.2,2459304.97,887366.69,2176703.36,4045,43.9
2022-07-01,2022,7,Jul,Q3,Lagos,34667006.75,19857036.7,14809970.06,5647154.22,2168875.96,6413971.09,12085,42.72
2022-07-01,2022,7,Jul,Q3,Abuja,20504326.2,11744745.11,8759581.1,3340094.89,1054106.48,3793640.34,6496,42.72
2022-07-01,2022,7,Jul,Q3,Kano,17801401.88,10196527.57,7604874.3,2899796.41,934288.06,3293554.52,6051,42.72
2022-07-01,2022,7,Jul,Q3,Port Harcourt,15929907.18,9124547.55,6805359.63,2594935.39,982538.65,2947296.97,4659,42.72
2022-07-01,2022,7,Jul,Q3,Ibadan,12113146.87,6938331.99,5174814.88,1973196.27,866954.6,2241133.03,3796,42.72
2022-08-01,2022,8,Aug,Q3,Lagos,33902363.87,20094296.49,13808067.37,6204105.54,2179295.21,5322773.28,10187,40.73
2022-08-01,2022,8,Aug,Q3,Abuja,20547070.52,12178470.17,8368600.35,3760097.51,1478919.84,3225951.98,6163,40.73
2022-08-01,2022,8,Aug,Q3,Kano,17198550.21,10193766.09,7004784.12,3147320.97,995244.35,2700224.2,4795,40.73
2022-08-01,2022,8,Aug,Q3,Port Harcourt,15245492.05,9036167.47,6209324.58,2789912.88,989295.03,2393588.19,4010,40.73
2022-08-01,2022,8,Aug,Q3,Ibadan,12199786.13,7230944.74,4968841.39,2232551.13,892138.23,1915403.18,3364,40.73
2022-09-01,2022,9,Sep,Q3,Lagos,33740844.26,21317515.23,12423329.04,6439814.99,2424133.32,4188459.83,11125,36.82
2022-09-01,2022,9,Sep,Q3,Abuja,20560755.65,12990315.78,7570439.87,3924248.65,1296249.14,2552333.86,7027,36.82
2022-09-01,2022,9,Sep,Q3,Kano,17766656.88,11225000.05,6541656.83,3390963.85,1314421.27,2205485.08,6452,36.82
2022-09-01,2022,9,Sep,Q3,Port Harcourt,15912418.58,10053489.55,5858929.02,3037061.87,1077380.85,1975307.01,4929,36.82
2022-09-01,2022,9,Sep,Q3,Ibadan,12070746.85,7626315.69,4444431.17,2303836.14,935717.14,1498416.52,3825,36.82
2022-10-01,2022,10,Oct,Q4,Lagos,36780134.81,23394852.84,13385281.98,6538038.26,2331131.31,4793070.6,14829,36.39
2022-10-01,2022,10,Oct,Q4,Abuja,21189712.42,13478205.18,7711507.24,3766684.14,1614409.76,2761376.17,7957,36.39
2022-10-01,2022,10,Oct,Q4,Kano,20828654.48,13248545.96,7580108.52,3702502.47,1453079.86,2714324.24,7462,36.39
2022-10-01,2022,10,Oct,Q4,Port Harcourt,17250243.93,10972415.42,6277828.52,3066404.06,991717.22,2247997.12,6259,36.39
2022-10-01,2022,10,Oct,Q4,Ibadan,13365660.61,8501536.62,4864123.99,2375880.37,1064308.09,1741770.53,4531,36.39
2022-11-01,2022,11,Nov,Q4,Lagos,46524636.93,25620894.85,20903742.08,8210785.58,3311030.71,8885069.55,12210,44.93
2022-11-01,2022,11,Nov,Q4,Abuja,26510798.7,14599369.94,11911428.76,4678692.8,1777240.39,5062915.17,7147,44.93
2022-11-01,2022,11,Nov,Q4,Kano,23824833.04,13120221.51,10704611.53,4204666.79,1689719.29,4549961.32,6273,44.93
2022-11-01,2022,11,Nov,Q4,Port Harcourt,18012818.92,9919573.15,8093245.76,3178947.84,1425385.84,3440008.55,6033,44.93
2022-11-01,2022,11,Nov,Q4,Ibadan,15951797.71,8784578.64,7167219.07,2815213.6,1210123.78,3046403.83,4500,44.93
2022-12-01,2022,12,Dec,Q4,Lagos,51946069.87,31223469.93,20722599.93,8420074.28,3889070.53,8611767.96,17253,39.89
2022-12-01,2022,12,Dec,Q4,Abuja,26048551.38,15657125.99,10391425.38,4222277.8,1482169.48,4318403.31,10309,39.89
2022-12-01,2022,12,Dec,Q4,Kano,23782202.39,14294880.89,9487321.5,3854919.37,1685888.54,3942681.5,8519,39.89
2022-12-01,2022,12,Dec,Q4,Port Harcourt,20558866.2,12357414.95,8201451.24,3332440.37,1068252.88,3408307.61,7888,39.89
2022-12-01,2022,12,Dec,Q4,Ibadan,16380696.58,9846022.78,6534673.8,2655189.94,1207612.72,2715638.71,6130,39.89
2023-01-01,2023,1,Jan,Q1,Lagos,31245017.98,18488961.32,12756056.66,4832202.58,2392722.62,5546697.86,11169,40.83
2023-01-01,2023,1,Jan,Q1,Abuja,18728396.9,11082362.19,7646034.71,2896442.82,950129.47,3324714.33,5989,40.83
2023-01-01,2023,1,Jan,Q1,Kano,17528723.45,10372466.1,7156257.35,2710907.15,1336408.28,3111745.14,5199,40.83
2023-01-01,2023,1,Jan,Q1,Port Harcourt,13854495.06,8198274.15,5656220.91,2142668.85,1024726.9,2459486.44,5021,40.83
2023-01-01,2023,1,Jan,Q1,Ibadan,11911470.72,7048506.79,4862963.93,1842170.15,869723.76,2114555.64,3664,40.83
2023-02-01,2023,2,Feb,Q1,Lagos,27980727.9,16010874.17,11969853.73,5452346.68,1925778.18,4562254.93,10989,42.78
2023-02-01,2023,2,Feb,Q1,Abuja,17215064.87,9850645.71,7364419.15,3354541.1,1257529.54,2806914.63,6787,42.78
2023-02-01,2023,2,Feb,Q1,Kano,14427130.59,8255359.66,6171770.93,2811282.03,1040592.42,2352342.22,5598,42.78
2023-02-01,2023,2,Feb,Q1,Port Harcourt,11673710.68,6679823.11,4993887.57,2274748.46,707878.23,1903397.38,4430,42.78
2023-02-01,2023,2,Feb,Q1,Ibadan,9414540.51,5387101.58,4027438.93,1834524.78,536706.31,1535039.9,3656,42.78
2023-03-01,2023,3,Mar,Q1,Lagos,32228808.69,18112156.58,14116652.11,6285291.37,2566433.91,5481952.52,12708,43.8
2023-03-01,2023,3,Mar,Q1,Abuja,19642764.9,11038969.42,8603795.48,3830749.75,1382642.8,3341132.02,7723,43.8
2023-03-01,2023,3,Mar,Q1,Kano,17078922.28,9598124.38,7480797.9,3330746.84,1256843.88,2905035.74,7591,43.8
2023-03-01,2023,3,Mar,Q1,Port Harcourt,13925184.89,7825766.43,6099418.46,2715702.13,1063515.79,2368601.43,5823,43.8
2023-03-01,2023,3,Mar,Q1,Ibadan,12771888.29,7177629.27,5594259.02,2490785.18,873627.07,2172431.69,4696,43.8
2023-04-01,2023,4,Apr,Q2,Lagos,34403747.89,20083584.06,14320163.83,6249615.33,1959298.64,5649383.95,11319,41.62
2023-04-01,2023,4,Apr,Q2,Abuja,22236532.57,12980831.99,9255700.58,4039378.94,1517245.4,3651425.15,6140,41.62
2023-04-01,2023,4,Apr,Q2,Kano,18726946.42,10932070.66,7794875.77,3401844.82,1035522.25,3075121.67,5164,41.62
2023-04-01,2023,4,Apr,Q2,Port Harcourt,14877659.33,8685004.98,6192654.35,2702602.29,1091834.73,2443036.44,4272,41.62
2023-04-01,2023,4,Apr,Q2,Ibadan,12160562.11,7098868.19,5061693.92,2209027.8,961573.09,1996866.29,3343,41.62
2023-05-01,2023,5,May,Q2,Lagos,40739355.18,26247998.68,14491356.5,6801496.03,3252924.85,5382902.33,12292,35.57
2023-05-01,2023,5,May,Q2,Abuja,20788445.85,13393807.95,7394637.9,3470662.0,1512300.28,2746783.13,6465,35.57
2023-05-01,2023,5,May,Q2,Kano,20358644.17,13116890.61,7241753.56,3398905.97,1516209.9,2689993.32,5589,35.57
2023-05-01,2023,5,May,Q2,Port Harcourt,15724366.62,10131067.43,5593299.19,2625206.43,1039525.81,2077664.93,4713,35.57
2023-05-01,2023,5,May,Q2,Ibadan,13355387.75,8604755.73,4750632.01,2229701.88,704424.65,1764651.1,3995,35.57
2023-06-01,2023,6,Jun,Q2,Lagos,44670314.58,26012430.69,18657883.9,7480512.27,2407079.9,7824160.14,12686,41.77
2023-06-01,2023,6,Jun,Q2,Abuja,25569367.15,14889561.38,10679805.78,4281858.46,1939790.09,4478563.12,8081,41.77
2023-06-01,2023,6,Jun,Q2,Kano,22737782.12,13240671.95,9497110.17,3807679.88,1512647.35,3982601.2,6947,41.77
2023-06-01,2023,6,Jun,Q2,Port Harcourt,16861016.84,9818512.27,7042504.57,2823553.95,1031568.06,2953265.43,5566,41.77
2023-06-01,2023,6,Jun,Q2,Ibadan,13888064.36,8087301.71,5800762.65,2325701.91,901005.84,2432542.52,4680,41.77
2023-07-01,2023,7,Jul,Q3,Lagos,40119897.5,24147326.28,15972571.22,7474248.0,2828363.02,5948826.26,14120,39.81
2023-07-01,2023,7,Jul,Q3,Abuja,22906330.23,13786840.56,9119489.67,4267398.56,1485576.21,3396463.78,8921,39.81
2023-07-01,2023,7,Jul,Q3,Kano,22046859.13,13269542.9,8777316.23,4107281.0,1647791.71,3269024.66,7714,39.81
2023-07-01,2023,7,Jul,Q3,Port Harcourt,17980856.61,10822301.11,7158555.5,3349793.74,1204213.19,2666133.23,6515,39.81
2023-07-01,2023,7,Jul,Q3,Ibadan,14194123.67,8543145.84,5650977.83,2644333.79,1049269.09,2104650.83,5375,39.81
2023-08-01,2023,8,Aug,Q3,Lagos,42364303.51,26278657.78,16085645.72,8254918.09,3220484.62,5481509.34,16322,37.97
2023-08-01,2023,8,Aug,Q3,Abuja,24396714.69,15133328.38,9263386.32,4753834.36,1730316.1,3156686.37,9307,37.97
2023-08-01,2023,8,Aug,Q3,Kano,21861093.8,13560477.93,8300615.87,4259754.65,1586710.96,2828602.86,8099,37.97
2023-08-01,2023,8,Aug,Q3,Port Harcourt,16739987.38,10383845.91,6356141.47,3261878.83,1274838.86,2165983.85,7027,37.97
2023-08-01,2023,8,Aug,Q3,Ibadan,13098797.41,8125208.87,4973588.54,2552372.89,705581.08,1694850.96,5575,37.97
2023-09-01,2023,9,Sep,Q3,Lagos,40805123.41,23926612.96,16878510.45,7930652.06,2237050.99,6263500.87,16391,41.36
2023-09-01,2023,9,Sep,Q3,Abuja,25167411.22,14757237.75,10410173.48,4891395.13,1641520.04,3863144.85,9494,41.36
2023-09-01,2023,9,Sep,Q3,Kano,19851804.5,11640362.86,8211441.65,3858283.99,1360003.6,3047210.36,7837,41.36
2023-09-01,2023,9,Sep,Q3,Port Harcourt,19344630.91,11342975.05,8001655.87,3759712.61,1118005.68,2969360.28,6904,41.36
2023-09-01,2023,9,Sep,Q3,Ibadan,14677500.32,8606342.53,6071157.78,2852635.61,1077260.45,2252965.52,5443,41.36
2023-10-01,2023,10,Oct,Q4,Lagos,42134432.45,27268486.5,14865945.95,7963145.54,2790900.43,4831960.29,17030,35.28
2023-10-01,2023,10,Oct,Q4,Abuja,27595701.66,17859336.76,9736364.9,5215415.89,1903514.43,3164664.31,9105,35.28
2023-10-01,2023,10,Oct,Q4,Kano,24721574.02,15999263.98,8722310.04,4672223.65,1931171.6,2835060.47,7872,35.28
2023-10-01,2023,10,Oct,Q4,Port Harcourt,19848598.09,12845580.15,7003017.94,3751261.53,1171641.05,2276229.49,6521,35.28
2023-10-01,2023,10,Oct,Q4,Ibadan,15928914.27,10308846.2,5620068.07,3010465.68,1074646.01,1826721.68,5217,35.28
2023-11-01,2023,11,Nov,Q4,Lagos,49010433.09,31672734.08,17337699.02,8924877.42,2517776.76,5888975.12,16798,35.38
2023-11-01,2023,11,Nov,Q4,Abuja,30420942.28,19659373.62,10761568.67,5539701.73,2405272.43,3655306.86,10130,35.38
2023-11-01,2023,11,Nov,Q4,Kano,26874875.9,17367746.9,9507128.99,4893957.43,1955090.67,3229220.1,7973,35.38
2023-11-01,2023,11,Nov,Q4,Port Harcourt,19897387.17,12858581.59,7038805.58,3623345.69,1188039.29,2390821.92,6522,35.38
2023-11-01,2023,11,Nov,Q4,Ibadan,17197101.82,11113536.41,6083565.41,3131619.45,1212376.1,2066362.17,5894,35.38
2023-12-01,2023,12,Dec,Q4,Lagos,55142862.34,31716973.93,23425888.4,8503415.28,4406672.09,10445731.19,16676,42.48
2023-12-01,2023,12,Dec,Q4,Abuja,31409910.84,18066296.91,13343613.93,4843628.07,1724677.83,5949990.11,9810,42.48
2023-12-01,2023,12,Dec,Q4,Kano,29956163.35,17230133.0,12726030.35,4619450.03,1696210.49,5674606.22,9174,42.48
2023-12-01,2023,12,Dec,Q4,Port Harcourt,22246096.7,12795470.52,9450626.19,3430503.79,1549114.43,4214085.67,7630,42.48
2023-12-01,2023,12,Dec,Q4,Ibadan,18379322.32,10571386.07,7807936.25,2834220.12,1002256.37,3481601.28,6360,42.48
